"Zm00001eb011640"	"Zm00001eb012120"	"Zm00001eb013250"	"Zm00001eb013380"	"Zm00001eb013600"	"Zm00001eb018960"	"Zm00001eb020300"	"Zm00001eb020410"	"Zm00001eb029190"	"Zm00001eb033660"	"Zm00001eb034780"	"Zm00001eb034790"	"Zm00001eb040520"	"Zm00001eb062120"	"Zm00001eb068930"	"Zm00001eb074420"	"Zm00001eb080860"	"Zm00001eb080870"	"Zm00001eb090750"	"Zm00001eb096790"	"Zm00001eb104850"	"Zm00001eb105010"	"Zm00001eb105040"	"Zm00001eb109670"	"Zm00001eb116290"	"Zm00001eb128710"	"Zm00001eb128830"	"Zm00001eb134490"	"Zm00001eb137020"	"Zm00001eb139350"	"Zm00001eb151560"	"Zm00001eb157270"	"Zm00001eb163040"	"Zm00001eb178950"	"Zm00001eb180720"	"Zm00001eb186790"	"Zm00001eb189300"	"Zm00001eb190570"	"Zm00001eb194170"	"Zm00001eb194840"	"Zm00001eb195790"	"Zm00001eb197030"	"Zm00001eb200040"	"Zm00001eb202550"	"Zm00001eb202560"	"Zm00001eb203460"	"Zm00001eb205180"	"Zm00001eb224870"	"Zm00001eb226400"	"Zm00001eb228030"	"Zm00001eb229700"	"Zm00001eb235060"	"Zm00001eb237470"	"Zm00001eb242010"	"Zm00001eb244050"	"Zm00001eb248550"	"Zm00001eb249860"	"Zm00001eb252840"	"Zm00001eb255130"	"Zm00001eb255210"	"Zm00001eb272420"	"Zm00001eb290010"	"Zm00001eb290020"	"Zm00001eb291010"	"Zm00001eb293660"	"Zm00001eb293670"	"Zm00001eb293680"	"Zm00001eb307020"	"Zm00001eb318200"	"Zm00001eb321460"	"Zm00001eb329370"	"Zm00001eb341570"	"Zm00001eb349990"	"Zm00001eb351050"	"Zm00001eb351520"	"Zm00001eb352150"	"Zm00001eb362170"	"Zm00001eb369830"	"Zm00001eb371350"	"Zm00001eb381620"	"Zm00001eb423160"	"Zm00001eb424940"	"Zm00001eb429760"
"Zm00001eb011640"	1	-0.428205851380383	0.94990035678546	0.0212222324882284	-0.223071229417172	-0.301383955459554	-0.299512643036846	-0.277874130588945	-0.221207462948689	-0.504800298660902	-0.283077560436912	-0.281852107477018	-0.349234573381278	-0.460647359591324	-0.476825572296917	-0.610596024346757	0.0221748321752844	-0.026956440903011	-0.403450543092045	-0.251124477624235	0.727584333512343	-0.500099068457635	-0.255923733590502	0.0616245545707815	-0.427569646334601	-0.672924619550324	0.940563286480247	-0.208535127971096	0.658388442793887	-0.432875604860594	-0.232191644959091	0.905232871842854	-0.12040672760855	-0.20278631075555	-0.239594049570652	-0.555051954109917	-0.303760751593404	-0.612901265982257	-0.383401338277983	-0.340649711672625	0.121473361590102	0.750824805502571	-0.526678786187774	-0.605157819906893	-0.607252835515994	-0.350806520492286	-0.44544880923193	0.742586967495565	-0.0946167773093455	-0.119135412803541	-0.510393391049663	0.038279774284595	-0.218930179114575	-0.407791916437716	-0.421375740720286	-0.39215016622778	-0.412391817211601	-0.14707577623968	-0.380677754283373	-0.231907666180217	0.852876138640881	-0.385118624547299	-0.305697342267213	-0.23987966892091	0.796028634603644	0.730150201549534	0.570791159624563	-0.49709040734673	0.938200367938801	-0.277260868822864	-0.248768649392446	-0.356618654512929	-0.467212537468813	-0.443031731952576	-0.454985163439077	-0.426871727489685	-0.56762082416121	-0.135501226393797	-0.198582811607584	-0.524393100250742	-0.477217803425606	0.844981643503275	-0.457780211824674
"Zm00001eb012120"	-0.428205851380383	1	-0.495339748859223	0.0385802180864805	0.263504883651222	-0.0260507238908856	0.229758284392221	0.0134580918350134	0.228298122944823	0.508258584002623	0.297929360785824	0.30090016220157	0.148519645971471	0.513258385680865	0.191845260495865	0.37825384183535	-0.125653866736592	-0.0154727640282242	0.148155589120318	0.53873153631644	-0.55534233337975	0.267423306112699	0.0773990776033888	0.226632588482888	0.251226801722712	0.394035749823395	-0.469479802108228	0.505101069379416	-0.420696587034004	0.428968190533774	0.143064315445353	-0.458111749397363	0.163880302629482	0.271536282102774	0.104339860801113	0.115689507949278	0.286292198671578	0.299651294665183	0.158605389518828	0.0816171174018971	-0.231399808887796	-0.353124289182613	0.366731859209636	0.373109154959559	0.372948963865374	-0.0184655574757398	0.328543183597845	-0.460123015653227	-0.292205145620448	-0.143015085525733	0.455481966723447	0.328473176911488	0.250212611737008	0.279430031025141	0.261842294219518	0.0253320813870094	0.581592492863715	0.256759835057125	0.507745311154248	-0.0909390040677422	-0.43263815379785	0.40955438250742	0.339084098251544	0.313613761915397	-0.255507176539294	-0.405629264558849	-0.28256576922764	0.289993038394743	-0.523234799005194	0.0309957523312265	0.387930136811872	0.159525198996769	0.287551127146397	0.293914562860355	0.199931648658945	0.399046606981522	0.255651102703826	0.432275793540199	0.223376039747583	0.343471190348814	0.7689910443382	-0.425772213899641	0.401349500090993
"Zm00001eb013250"	0.94990035678546	-0.495339748859223	1	0.090950976905996	-0.280186697618191	-0.268418464539239	-0.288650656142464	-0.175319692210909	-0.25418998274124	-0.511987787764711	-0.23575887555427	-0.234297301899889	-0.277224929184535	-0.472024808675061	-0.415138189571904	-0.665564350203583	0.0213077256520529	-0.0289827380553257	-0.391261726732899	-0.325223381889539	0.783059282903718	-0.509392066972544	-0.216319141771107	0.0417473543687964	-0.428264500180857	-0.72477177894264	0.961501217993077	-0.254067356199224	0.712584931585697	-0.410628950557009	-0.154619983339133	0.922990515431511	-0.204642163329467	-0.291213662805053	-0.2126843840676	-0.563294551897712	-0.2052843330108	-0.566097308530417	-0.308134102931324	-0.336839094914963	0.227939644336721	0.810232286900838	-0.501555830503086	-0.585120559103217	-0.586165391613757	-0.310648174623166	-0.451628705969715	0.813932239255559	-0.0877252033865571	-0.104323934676426	-0.471820431492767	0.0112849119169842	-0.243516681965621	-0.382751648738927	-0.423005712052981	-0.400785662514812	-0.465882707271746	-0.128052403723935	-0.397436364051571	-0.191601128841908	0.869888607045706	-0.371178145632871	-0.317241288931928	-0.249921182317862	0.807260035684365	0.796756392425904	0.650031053232064	-0.519412423983737	0.957448241646655	-0.351342192855466	-0.27935201519853	-0.427965019382591	-0.480020823189226	-0.493569822148802	-0.455293081683854	-0.414624783466972	-0.603063831501565	-0.0834386519912309	-0.207719631218283	-0.486889045238424	-0.499934347829502	0.919791453938911	-0.503570869197286
"Zm00001eb013380"	0.0212222324882284	0.0385802180864805	0.090950976905996	1	-0.189027567918014	0.214345652317103	0.0823590457254369	0.241428726289052	-0.176115638469788	0.00746363412526421	0.166207654968775	0.166669782001959	0.205058762110344	0.204336803507466	0.0887860116657436	0.118320895637671	-0.0707938779149478	-0.0493807388537302	0.0129595979354911	-0.113985680309864	0.0416980081413745	0.131512828236801	0.189442073276551	0.143651141173828	0.0567031006769292	0.00048481261380586	0.114663286385413	0.214066588415633	-0.00319685884585767	0.100368575082901	0.199923366366611	0.179441731570348	0.00909964841236875	-0.16511326260884	0.117654683309793	-0.00204626650520055	0.211602729099908	0.156870791283211	0.17735555570344	0.0542491488882642	0.341047068159672	0.244932357831422	-0.020158413274531	0.0705908042264169	0.0694684548370312	0.265923233290684	0.0441640721090527	0.290493720136962	0.155276111506587	0.113501680643954	-0.0358212934495595	0.330962295985385	0.363734204050193	0.310362968179735	0.151756676933351	0.129115551770561	0.0905675088855054	0.118153609927975	0.238550105501327	-0.243489585054741	0.125454240590971	0.221089259476661	0.195654264209134	-0.0251432772738511	0.125572167358377	0.300162727810424	0.30687022636141	0.158520579890782	0.0637081787063646	0.0101023637534367	0.0829008438221695	-0.217320881697649	0.0844465002547168	-0.170696528117347	-0.0058184931934829	0.11676290750615	-0.200252122662015	0.380320580573417	-0.0557820365087889	-0.047582451468971	0.052864120430129	0.247488542887519	-0.0458308557921963
"Zm00001eb013600"	-0.223071229417172	0.263504883651222	-0.280186697618191	-0.189027567918014	1	-0.0605857020777013	-0.00437082164060387	-0.0362076858931703	0.0772419206236098	0.0708223975331518	0.115937983973829	0.118290626193106	-0.00872605715313332	0.00933447153747412	0.206851049899475	0.112233942215204	0.116628708586575	0.182512008353952	0.129669984074374	0.330899193984907	-0.131137254198534	0.117317691311777	-0.144980106989031	0.288314980385864	0.193185369412253	0.269485210334238	-0.275502186304471	0.104394704551332	-0.199848800829441	0.212934028119249	0.269579336394852	-0.246696719595489	0.0741870514000807	0.18654601563927	0.107533708074206	-0.0621315851933328	0.202867856525042	0.106270717440191	-0.0338878858308223	0.209735583219964	-0.135498874163943	-0.300356246902854	-0.0537253045943656	0.0801119650021394	0.0788184401280066	-0.0404929796235316	0.0627718811774872	-0.340033350545814	-0.204282289785158	-0.0355150344184965	0.191334208105669	-0.0482258548256828	0.0454785493938602	0.0332871818770815	0.158309843789192	-0.100358913727437	0.0610479714977803	0.154359574680649	0.0335062995005217	0.197835706365163	-0.225443881080367	0.093742601687837	0.0599062895581916	0.218158046692143	-0.151595245704951	-0.354877565287108	-0.316612749864323	0.0292384863849036	-0.25922561270953	0.115048513282382	0.394622766912918	0.142047600153441	0.221422480458503	0.371091623093548	-0.0300378570709408	0.184996893185827	0.173292608853482	-0.139873779844943	0.292558176934745	0.232001511457204	0.210252294068461	-0.351599195470962	0.283918233164308
"Zm00001eb018960"	-0.301383955459554	-0.0260507238908856	-0.268418464539239	0.214345652317103	-0.0605857020777013	1	0.445739450404028	0.116712510537385	0.0595387542832479	0.198956007421445	0.0416576274753538	0.0421084229342001	0.2304438401932	0.216735429174241	0.424352007457481	0.190004659904125	-0.0250146723537708	-0.00417030707093424	0.517803219711235	-0.0376441766098445	-0.0372436080161444	0.32337199189873	0.297880566309404	-0.0967149069920381	0.206451894838651	0.215360528991955	-0.317073791440211	-0.213230783219724	-0.3439271579737	0.129756005006332	0.132864863104877	-0.276554499082544	0.00506226054533526	0.0593503465316239	-0.0627940493927685	0.20730257031869	0.209856918555678	0.559974428566322	0.298333817931413	0.2169907271729	-0.0154639565347668	-0.147678113135566	0.365397972372687	0.211269993322661	0.21111606644286	0.378844937010612	0.311610943255367	-0.0704939950805171	0.365961190518841	0.214678443380935	0.258693698876302	0.0833997722590576	-0.0780475636805531	0.296537678964538	0.059049559010702	0.367322670169911	-0.0120055247201343	-0.0482187641507251	0.0766641195783696	0.19037791676096	-0.304765629188379	0.238874142310255	0.25570231467955	0.179282727594363	-0.23827109963142	-0.0382781743389803	-0.00836484524514117	0.451527718820782	-0.30956389814268	0.301480123741447	-0.177326263966642	-0.0201243863171408	0.228722015250964	0.0436139990312185	0.362036065412804	-0.0470025773302967	0.429659451579763	0.0450218088985012	-0.0223174928508296	0.190958890695883	0.101727377618944	-0.146162022568496	0.101267600411074
"Zm00001eb020300"	-0.299512643036846	0.229758284392221	-0.288650656142464	0.0823590457254369	-0.00437082164060387	0.445739450404028	1	0.156218376755207	0.271152979697706	0.172196708679936	0.185621262217788	0.186753948427592	0.197535603368921	0.354596520751529	0.553917604651943	0.312046364158457	-0.26485761050409	-0.16678992260234	0.303193578829895	0.0524915272491555	-0.147112352338031	0.290907200495662	0.221890021565848	0.0997701020392163	0.223458421098326	0.278918692358686	-0.323174204292698	0.221793943622318	-0.326975407700275	0.304044186953455	0.372187918459664	-0.237949079261256	0.0314737894854068	0.0240755106716752	0.177777675153317	0.21222438853009	0.34292340258485	0.424285194917602	0.259903461402287	0.182560657789397	0.0631753595290786	0.00229448749582614	0.460526421543539	0.2228244458112	0.219474286055781	0.0815926261372756	0.457534490144574	-0.0636071486990869	0.11655532077323	0.148582553873323	0.361828673090149	0.204218484438824	0.230485303251878	0.453755363266717	0.148001488123321	0.307299391812492	0.241702031418239	0.233403201820525	0.123265276522706	0.210771819826234	-0.352611764822747	0.401729304471604	0.431465811194723	0.357758266890442	-0.18317356875034	-0.146392853089249	-0.0586427626309325	0.234444558824497	-0.313542192766741	0.0822423788531314	0.363708679695416	-0.140290693834033	0.119231982783081	0.0683689247459934	0.342970365886655	0.119451785045215	0.230405139883152	0.279902010925487	0.0892352970282604	0.237315547298479	0.271810041348787	-0.160166887708654	0.121328197990016
"Zm00001eb020410"	-0.277874130588945	0.0134580918350134	-0.175319692210909	0.241428726289052	-0.0362076858931703	0.116712510537385	0.156218376755207	1	-0.0325532896241879	0.2108270000905	0.240252653654039	0.245274570761091	0.225354067709755	0.183542781445997	0.324598736873186	0.315261651338246	-0.0251600970042129	0.0260638447382407	0.191744617506691	0.127535223278965	-0.176783933917192	0.28550161182122	0.309760889079354	0.140489129427261	0.326002566137088	0.214181664276765	-0.209725418067058	0.0850649132204909	-0.0763931971845282	0.3135503634586	0.413283698605323	-0.254532497771877	0.207267562493966	0.152704391874271	0.23738734654409	0.319704262563307	0.241247565089301	0.313531128977058	0.551774634220823	0.179676305925122	0.390758913043556	-0.0329671012423589	0.278212975336555	0.560343720521602	0.56099893601348	0.320246454686107	0.208636599111142	-0.00671571411567206	0.200265462250502	0.388641540418423	0.213423248813538	0.0340975548967879	0.236874645315655	0.328003536581831	0.510006324463589	0.32382470971231	0.136419632840296	0.143650888822509	0.151996790107487	0.38622852411985	-0.268155328469238	0.325117227022113	0.292345751894336	-0.0111596653716512	-0.193710542257491	-0.118866893590745	-0.0488063438749204	-0.0102525007512601	-0.268834622958369	0.136838825394467	0.26458749213279	0.184569769048027	0.0958187614289039	0.196611053569473	0.230727693458218	0.442486682336005	-0.0198903691521258	0.0654000227221267	0.116456718942247	0.301605034300229	0.112271341716843	-0.111034968778159	0.186008952981266
"Zm00001eb029190"	-0.221207462948689	0.228298122944823	-0.25418998274124	-0.176115638469788	0.0772419206236098	0.0595387542832479	0.271152979697706	-0.0325532896241879	1	0.307136064140624	0.0660582347562925	0.0629003592092651	-0.0410590480148399	0.356783338395527	0.211083423929125	0.228036999098611	-0.233526753899372	-0.178091290389733	0.220285298104838	0.28370964485	-0.16689475588032	0.204260097999137	-0.0285887922762658	0.124419410927506	0.0498098773546256	0.309224475590758	-0.226405778651193	0.323091972947758	-0.265120569322441	0.342975675830364	0.140081738081001	-0.314140894864883	0.0824939583796914	0.341218933198911	0.101872910391228	0.168492106919561	0.0762419169885853	0.210042673457389	0.114483267128758	0.100134816615672	-0.246062827089569	-0.229896345480573	0.212212987483836	0.0701482305063982	0.071984130963977	-0.046298107699548	0.30719268005803	-0.229476309632509	-0.0670497523626999	0.0264679040158035	0.184016777547836	0.0530421519411436	0.143518848047422	0.211654690458347	0.00796348541035208	0.243158936249872	0.42605858188006	0.23367139353847	0.149284960607706	0.10975510484653	-0.31000275145295	0.167509470179484	0.153458350396938	0.31323730902481	-0.218855099157144	-0.225800240723055	-0.20973961663375	0.0863157458598128	-0.273991943241644	0.100183295035655	0.184414744425428	0.00740843634182217	-0.0272768341354792	0.344221275947978	0.284781766123291	0.0735885843978946	0.255802132621059	0.207697480849649	0.0980076415615865	0.282638015269835	0.266832417289927	-0.206415885238574	0.285007511826835
"Zm00001eb033660"	-0.504800298660902	0.508258584002623	-0.511987787764711	0.00746363412526421	0.0708223975331518	0.198956007421445	0.172196708679936	0.2108270000905	0.307136064140624	1	0.336037655075493	0.335015554414651	0.294755181563942	0.486113889937116	0.292948344743974	0.402844699612577	-0.232668113722372	-0.1500757892066	0.234956880799278	0.335578988016941	-0.402943301061005	0.371759067591674	0.213163384561105	0.0274750972927041	0.16014835110952	0.335924485980009	-0.537895538279794	0.221640345317055	-0.418224946106155	0.440558334163926	0.148662955583009	-0.559531097397914	0.156874848678523	0.208796266884709	0.166239876000838	0.356742134856643	0.398585367696643	0.498872099108406	0.271586670534521	0.142386449924143	0.0179411984978597	-0.513182055398764	0.52899878649508	0.50000805094202	0.501628853174257	0.163420436655847	0.288179224056041	-0.404380712931302	0.0715591848292374	0.0288063766683766	0.592612105291557	0.172350514888534	0.115431989408766	0.364265982847573	0.329534563006406	0.172345240026736	0.326437274712334	0.0953156497631691	0.433819519418854	0.0740965466536077	-0.5082576953832	0.34649959641289	0.342953284388702	0.149213532693176	-0.477686682415275	-0.29114041502081	-0.181128659347647	0.370380042426922	-0.594354782818289	0.143937118505792	0.17763529437747	0.191133708102682	0.35775828482204	0.210493625240726	0.337466067072357	0.299365912437515	0.292889939212736	0.336566979216034	0.0768959676925209	0.479504179031179	0.589809750624071	-0.405636434448619	0.421496283967848
